comment_id,polarity_gold,text_gold,created_at_gold,author_login,owner,repo,review_id,html_url,created_at_kaiaulu,updated_at,comment_user_login,author_association,file_path,start_line,line,original_start_line,original_line,position,diff_hunk,text_kaiaulu,polarity_kaiaulu,commit_id
1616452,0,"it is for adding fields to a query or to the whitelist?""",2012-09-16 19:45:13,lorenzo,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/851#discussion_r1616452,2012-09-17T07:45:13Z,2012-11-02T09:54:30Z,lorenzo,MEMBER,lib/Cake/Model/Model.php,,,,,1,"@@ -2299,6 +2302,29 @@ public function saveAssociated($data = null, $options = array()) {
 	}
 
 /**
+ * Helper method for saveAll() and friends, to add foreign key to fieldlist
+ *
+ * @param string $key fieldname to be added to list
+ * @param array $options
+ * @return array $options
+ */
+	public function addToFieldList($key, $options) {","it is for adding fields to a query or to the whitelist?
",0,7007dba0eb836f852aaca95fada103bc4ba993a9
1518476,2,"Ah, true. I forgot about that. Browsers... :(""",2012-09-03 09:02:57,jrbasso,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/811#discussion_r1518476,2012-09-03T21:02:57Z,2012-09-03T21:02:57Z,jrbasso,MEMBER,lib/Cake/View/Helper/FormHelper.php,,1614.0,,,24,"@@ -1607,7 +1612,7 @@ public function postLink($title, $url = null, $options = array(), $confirmMessag
 		$formName = uniqid('post_');
 		$formUrl = $this->url($url);
 		$out = $this->Html->useTag('form', $formUrl, array('name' => $formName, 'id' => $formName, 'style' => 'display:none;', 'method' => 'post'));","Ah, true. I forgot about that. Browsers... :(
",0,fca98e39f9041c1aee915968e0523dfc83e0c2c8
1221562,0,"Exceptions should include a useful description based on what the failure is.  Perhaps 'Invalid encryption scheme chosen'.""",2012-07-23 13:29:22,markstory,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/734#discussion_r1221562,2012-07-24T01:29:22Z,2012-07-25T18:21:05Z,markstory,MEMBER,lib/Cake/Network/CakeSocket.php,,,,,1,"@@ -277,4 +298,34 @@ public function reset($state = null) {
 		return true;
 	}
 
-}
+/**
+ * Encrypts current stream socket, using one of the defined encryption methods
+ * 
+ * @param string $type can be one of 'ssl2', 'ssl3', 'ssl23' or 'tls'
+ * @param string $clientOrServer can be one of 'client', 'server'. Default is 'client'
+ * @param boolean $enable enable or disable encryption. Default is true (enable)
+ * @return boolean True on success
+ * @throws SocketException
+ * @see stream_socket_enable_crypto  
+ */
+	public function enableCrypto($type, $clientOrServer = 'client', $enable = true) {
+		if (!array_key_exists($type . '_' . $clientOrServer, $this->_encryptMethods)) {
+			throw new InvalidArgumentException();","Exceptions should include a useful description based on what the failure is.  Perhaps 'Invalid encryption scheme chosen'.
",0,7418be04d3fd24bd7cef09527bd40e55783c28c6
157669,1,"lol, I left that variable in there and forgot about it :P""",2011-10-06 02:08:38,lorenzo,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/229#discussion_r157669,2011-10-06T14:08:38Z,2011-10-06T14:08:38Z,lorenzo,MEMBER,lib/Cake/Model/Datasource/Database/Postgres.php,,784.0,,,16,"@@ -781,7 +778,12 @@ class Postgres extends DboSource {
  * @return string The database encoding
  */
 	public function getEncoding() {
-		$cosa = $this->_execute('SHOW client_encoding')->fetch();","lol, I left that variable in there and forgot about it :P
",0,ce8ece85aad66f2ad2c38614cd6deba173d43c21
6432269,0,"sprintf is not necessary here.""",2013-09-18 00:59:49,dereuromark,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/1654#discussion_r6432269,2013-09-18T12:59:49Z,2013-10-04T04:05:07Z,dereuromark,MEMBER,lib/Cake/Cache/Engine/MemcachedEngine.php,,,,,1,"@@ -113,14 +127,41 @@ public function init($settings = array()) {
 /**
  * Settings the memcached instance
  *
+ * @throws CacheException when the Memcached extension is not built with the desired serializer engine
  */
 	protected function _setOptions() {
 		$this->_Memcached->setOption(Memcached::OPT_LIBKETAMA_COMPATIBLE, true);
 
-		if (Memcached::HAVE_IGBINARY) {
-			$this->_Memcached->setOption(Memcached::OPT_SERIALIZER, Memcached::SERIALIZER_IGBINARY);
+		if (!array_key_exists($this->settings['serializer'], self::$serializer)) {
+			throw new CacheException(
+				__d('cake_dev', sprintf('%s is not a valid serializer engine for Memcached', $this->settings['serializer']))","sprintf is not necessary here.
",0,5d30cb15591af89b33fcbb61c10e4b96452f4ff6
851797,0,"This is not very readable plus has unnecessary merge with empty array. Better to replace with this: ```php if ($merge) {  $this->_inputDefaults = array_merge($this->_inputDefaults, $defaults); } else {  $this->_inputDefaults = $defaults; } ```""",2012-05-20 19:52:51,ADmad,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/659#discussion_r851797,2012-05-21T07:52:51Z,2012-05-21T07:52:51Z,ADmad,MEMBER,lib/Cake/View/Helper/FormHelper.php,,2595.0,,,22,"@@ -2583,4 +2583,18 @@ protected function _initInputField($field, $options = array()) {
 		return $result;
 	}
 
+/**
+ * Set/Get inputDefaults for form elements
+ *
+ * @param array $defaults New default values
+ * @param boolean Merge with current defaults
+ * @return array inputDefaults
+ */
+	public function inputDefaults($defaults = null, $merge = false) {
+		if (!is_null($defaults)) {
+			$this->_inputDefaults = array_merge($merge ? $this->_inputDefaults : array(), (array)$defaults);","This is not very readable plus has unnecessary merge with empty array. Better to replace with this:

``` php
if ($merge) {
    $this->_inputDefaults = array_merge($this->_inputDefaults, $defaults);
} else {
    $this->_inputDefaults = $defaults;
}
```
",0,57ad5e2573198781deb1586242f62a5b62fe26f9
4976178,2,"This is going to end poorly. I don't like overloading conditions like this, it will break eventually for someone somewhere.""",2013-07-01 13:23:40,markstory,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/1392#discussion_r4976178,2013-07-02T01:23:40Z,2013-07-11T12:35:45Z,markstory,MEMBER,lib/Cake/Model/Datasource/Database/Mysql.php,,353.0,,,5,"@@ -349,6 +349,12 @@ public function describe($model) {
  * @return array
  */
 	public function update(Model $model, $fields = array(), $values = null, $conditions = null) {
+		$query = array('joins' => array());
+		if (isset($conditions['joins'])) {","This is going to end poorly. I don't like overloading conditions like this, it will break eventually for someone somewhere.
",0,096f5f13eedd763c81e186d024110e32e3e01afd
6052285,0,"Do you mean run the key through pbkdf2 before using it as the key on the AES-256 stage?""",2013-08-28 15:22:08,markstory,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/1568#discussion_r6052285,2013-08-29T03:22:08Z,2013-09-02T01:44:56Z,markstory,MEMBER,lib/Cake/Utility/Security.php,,,,,1,"@@ -289,4 +289,69 @@ protected static function _crypt($password, $salt = false) {
 		return crypt($password, $salt);
 	}
 
+/**
+ * Encrypt a value using AES-256.
+ *
+ * *Caveat* You cannot properly encrypt/decrypt data with trailing null bytes.
+ * Any trailing null bytes will be removed on decryption due to how PHP pads messages
+ * with nulls prior to encryption.
+ *
+ * @param string $plain The value to encrypt.
+ * @param string $key The 256 bit/32 byte key to use as a cipher key.
+ * @return string Encrypted data.
+ * @throws CakeException On invalid data or key.
+ */
+	public static function encrypt($plain, $key) {
+		self::_checkKey($key, 'encrypt()');
+		if (empty($plain)) {
+			throw new CakeException(__d('cake_dev', 'The data to encrypt cannot be empty.'));
+		}
+		$key = substr($key, 0, 32);","Do you mean run the key through pbkdf2 before using it as the key on the AES-256 stage?
",0,13b870d7e183375822eea4ffd66aaacaeec760ff
5181780,1,"Models is fine, they can be isolated, and are easy to talk to directly though the class registry anyway  If a normal request has the same event manager for everything but models, then I'm a happy man for a crud plugin perspective :)""",2013-07-14 01:22:44,jippi,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/1418#discussion_r5181780,2013-07-14T13:22:44Z,2013-07-27T21:17:13Z,jippi,CONTRIBUTOR,lib/Cake/Controller/ComponentCollection.php,,55.0,,,71,"@@ -39,20 +41,23 @@ class ComponentCollection extends ObjectCollection implements EventListener {
 	protected $_Controller = null;
 
 /**
- * Initializes all the Components for a controller.
- * Attaches a reference of each component to the Controller.
+ * The event manager to bind components to.
  *
- * @param Controller $Controller Controller to initialize components for.
- * @return void
+ * @var Cake\Event\EventManager
  */
-	public function init(Controller $Controller) {
-		if (empty($Controller->components)) {
-			return;
-		}
-		$this->_Controller = $Controller;
-		$components = static::normalizeObjectArray($Controller->components);
-		foreach ($components as $name => $properties) {
-			$Controller->{$name} = $this->load($properties['class'], $properties['settings']);
+	protected $_eventManager = null;
+
+/**
+ * Constructor.
+ *
+ * @param Cake\Controller\Controller $Controller
+ */
+	public function __construct(Controller $Controller = null) {","Models is fine, they can be isolated, and are easy to talk to directly though the class registry anyway

If a normal request has the same event manager for everything but models, then I'm a happy man for a crud plugin perspective :)
",0,c8f6c84285080bfc9020401522b01bb7d50777ab
4604911,2,"nooo, why you hate on Wooohoo ! :(""",2013-06-09 08:21:09,jippi,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/1342#discussion_r4604911,2013-06-09T20:21:09Z,2013-06-09T20:21:09Z,jippi,CONTRIBUTOR,lib/Cake/Model/Datasource/DboSource.php,,1330.0,,,4,"@@ -1327,7 +1327,7 @@ public function queryAssociation(Model $model, &$linkModel, $type, $association,
 	}
 
 /**
- * A more efficient way to fetch associations.	Woohoo!","nooo, why you hate on Wooohoo ! :(
",0,42777b7809061116a9162cb0f51398999f5bc826
4394619,0,"I was thinking the upgrade shell might be better as well. Munging the fixtures might be simpler in terms of long term maintainability and correctness.  Would updating a the upgrade shell to include a munger, and issuing warnings/exceptions when old styl""",2013-05-26 03:52:40,markstory,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/1303#discussion_r4394619,2013-05-26T15:52:40Z,2013-05-29T02:13:15Z,markstory,MEMBER,lib/Cake/Test/Fixture/PostFixture.php,,,,,1,"@@ -41,13 +41,16 @@ class PostFixture extends TestFixture {
  * @var array
  */
 	public $fields = array(
-		'id' => array('type' => 'integer', 'key' => 'primary'),
+		'id' => array('type' => 'integer'),
 		'author_id' => array('type' => 'integer', 'null' => false),
 		'title' => array('type' => 'string', 'null' => false),
 		'body' => 'text',
 		'published' => array('type' => 'string', 'length' => 1, 'default' => 'N'),
 		'created' => 'datetime',
-		'updated' => 'datetime'
+		'updated' => 'datetime',
+		'constraints' => [","I was thinking the upgrade shell might be better as well. Munging the fixtures might be simpler in terms of long term maintainability and correctness.

Would updating a the upgrade shell to include a munger, and issuing warnings/exceptions when old style fixtures are found sound reasonable?
",0,2b90e7dbc75cccae5f7b1fc76eba57bf6fcbe049
2011137,0,"Extra space after `array(`""",2012-11-01 11:15:03,ADmad,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/913#discussion_r2011137,2012-11-01T22:15:03Z,2013-01-20T08:13:46Z,ADmad,MEMBER,lib/Cake/Test/test_app/Controller/CustomValidationObjectController.php,,,,,1,"@@ -0,0 +1,28 @@
+<?php
+/**
+ * CustomValidationObjectController
+ *
+ * This controller tryies to validate a model dataset with
+ * standard CakePHP model's validation rules.
+ *
+ * Output is created throught debug() method
+ */
+class CustomValidationObjectController extends AppController {
+
+	public $autoRender = false;
+
+	public $uses = array( 'CustomValidationModel' );
+
+	public function index() {
+		$data = array( 'CustomValidationModel' => array(","Extra space after `array(`
",0,b2cbeeeb501285431bdc7fb2a5b37f260b792261
1723748,2,"Oh that is a bit silly.""",2012-09-29 06:36:55,markstory,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/875#discussion_r1723748,2012-09-29T18:36:55Z,2012-12-10T10:10:06Z,markstory,MEMBER,lib/Cake/Test/Case/View/Helper/FormHelperTest.php,,6120.0,,,5,"@@ -5966,7 +5966,7 @@ public function testTextAreaWithStupidCharacters() {
 			'label' => 'Current Text', 'value' => ""GREAT®"", 'rows' => '15', 'cols' => '75'
 		));
 		$expected = array(
-			'div' => array('class' => 'input text'),
+			'div' => array('class' => 'input textarea'),","Oh that is a bit silly.
",0,2d908885c86de68f0e0c4cbfd88bce811d23aa54
1624729,0,"But isn't `fieldList` a copy of the whitelist? I think that is what @lorenzo and I are trying to get at.  Perhaps this doesn't need to be a public method?  It is just a helper method after all.""",2012-09-17 12:24:15,markstory,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/851#discussion_r1624729,2012-09-18T00:24:15Z,2012-11-02T09:54:30Z,markstory,MEMBER,lib/Cake/Model/Model.php,,,,,1,"@@ -2299,6 +2302,29 @@ public function saveAssociated($data = null, $options = array()) {
 	}
 
 /**
+ * Helper method for saveAll() and friends, to add foreign key to fieldlist
+ *
+ * @param string $key fieldname to be added to list
+ * @param array $options
+ * @return array $options
+ */
+	public function addToFieldList($key, $options) {","But isn't `fieldList` a copy of the whitelist? I think that is what @lorenzo and I are trying to get at.  Perhaps this doesn't need to be a public method?  It is just a helper method after all.
",0,7007dba0eb836f852aaca95fada103bc4ba993a9
1231261,0,"Same about the translation.""",2012-07-24 12:25:55,jrbasso,cakephp,cakephp,,https://github.com/cakephp/cakephp/pull/734#discussion_r1231261,2012-07-25T00:25:55Z,2012-07-25T18:21:05Z,jrbasso,MEMBER,lib/Cake/Network/CakeSocket.php,,,,,1,"@@ -277,4 +298,34 @@ public function reset($state = null) {
 		return true;
 	}
 
-}
+/**
+ * Encrypts current stream socket, using one of the defined encryption methods
+ * 
+ * @param string $type can be one of 'ssl2', 'ssl3', 'ssl23' or 'tls'
+ * @param string $clientOrServer can be one of 'client', 'server'. Default is 'client'
+ * @param boolean $enable enable or disable encryption. Default is true (enable)
+ * @return boolean True on success
+ * @throws SocketException
+ * @see stream_socket_enable_crypto  
+ */
+	public function enableCrypto($type, $clientOrServer = 'client', $enable = true) {
+		if (!array_key_exists($type . '_' . $clientOrServer, $this->_encryptMethods)) {
+			throw new InvalidArgumentException(__('Invalid encryption scheme chosen'));
+		}
+		$enableCryptoResult = false;
+		try {
+			$enableCryptoResult = stream_socket_enable_crypto($this->connection, $enable, $this->_encryptMethods[$type . '_' . $clientOrServer]);
+		} catch (Exception $e) {
+			$this->setLastError(null, $e->getMessage());
+			throw new SocketException($e->getMessage());
+		}
+		if ($enableCryptoResult === true) {
+			$this->encrypted = $enable;
+			return true;
+		} else {
+			$errorMessage = __('Unable to perform enableCrypto operation on CakeSocket');","Same about the translation.
",0,7418be04d3fd24bd7cef09527bd40e55783c28c6
